unified_id,word,variants,category,sources,media_count
2364,ডেনমার্ক,ডেনমার্ক,দেশ ও আন্তর্জাতিক,ishaara,5
2365,মালদ্বীপ,মালদ্বীপ,দেশ ও আন্তর্জাতিক,ishaara,5
2366,আন্তর্জাতিক,আন্তর্জাতিক,দেশ ও আন্তর্জাতিক,ishaara,5
2367,বিশ্ব ব্যাংক,বিশ্ব ব্যাংক,দেশ ও আন্তর্জাতিক,ishaara,5
2368,কানাডা,কানাডা,দেশ ও আন্তর্জাতিক,ishaara,5
2369,ফিনল্যান্ড,ফিনল্যান্ড,দেশ ও আন্তর্জাতিক,ishaara,5
2370,সুইডেন,সুইডেন,দেশ ও আন্তর্জাতিক,ishaara,5
2371,ব্রাজিল,ব্রাজিল,দেশ ও আন্তর্জাতিক,ishaara,5
2372,গ্রীস,গ্রীস,দেশ ও আন্তর্জাতিক,ishaara,5
2373,নরওয়ে,নরওয়ে,দেশ ও আন্তর্জাতিক,ishaara,5
2374,চায়নিজ,চায়নিজ,দেশ ও আন্তর্জাতিক,ishaara,5
2375,ভুটান,ভুটান,দেশ ও আন্তর্জাতিক,ishaara,5
2376,পাকিস্তান,পাকিস্তান,দেশ ও আন্তর্জাতিক,ishaara,5
2377,আফ্রিকা,আফ্রিকা,দেশ ও আন্তর্জাতিক,ishaara,5
2378,কোরিয়া,কোরিয়া,দেশ ও আন্তর্জাতিক,ishaara,5
2379,ব্রিটিশ পাউণ্ড,ব্রিটিশ পাউণ্ড,বিবিধ (সাধারণ),ishaara,5
2380,জাতিসংঘ,জাতিসংঘ,দেশ ও আন্তর্জাতিক,ishaara,5
2381,ইরাক,ইরাক,দেশ ও আন্তর্জাতিক,ishaara,5
2382,তুরস্ক,তুরস্ক,দেশ ও আন্তর্জাতিক,ishaara,5
2383,ফরাসী,ফরাসী,দেশ ও আন্তর্জাতিক,ishaara,5
2384,ফিলিপাইন,ফিলিপাইন,দেশ ও আন্তর্জাতিক,ishaara,5
2385,আফগানিস্তান,আফগানিস্তান,দেশ ও আন্তর্জাতিক,ishaara,5
2386,কাতার,কাতার,দেশ ও আন্তর্জাতিক,ishaara,5
2387,দিল্লী,দিল্লী,দেশ ও আন্তর্জাতিক,ishaara,5
2388,নিউজিল্যান্ড,নিউজিল্যান্ড,দেশ ও আন্তর্জাতিক,ishaara,5
2389,জিম্বাবুয়ে,জিম্বাবুয়ে,দেশ ও আন্তর্জাতিক,ishaara,5
2390,মায়ানমার,মায়ানমার,দেশ ও আন্তর্জাতিক,ishaara,5
2391,মেক্সিকো,মেক্সিকো,দেশ ও আন্তর্জাতিক,ishaara,5
2392,আর্জেন্টিনা,আর্জেন্টিনা,দেশ ও আন্তর্জাতিক,ishaara,5
2393,কলকাতা,কলকাতা,দেশ ও আন্তর্জাতিক,ishaara,5
2394,মালয়শিয়া,মালয়শিয়া,দেশ ও আন্তর্জাতিক,ishaara,5
2395,ফ্রান্স,ফ্রান্স,দেশ ও আন্তর্জাতিক,ishaara,5
2396,হল্যান্ড,হল্যান্ড,দেশ ও আন্তর্জাতিক,ishaara,5
2397,বেলজিয়াম,বেলজিয়াম,দেশ ও আন্তর্জাতিক,ishaara,5
2398,ইউরোপ,ইউরোপ,দেশ ও আন্তর্জাতিক,ishaara,5
2399,জাপান,জাপান,দেশ ও আন্তর্জাতিক,ishaara,5
2400,স্পেন,স্পেন,দেশ ও আন্তর্জাতিক,ishaara,5
2401,শ্রীলংকা,শ্রীলংকা,দেশ ও আন্তর্জাতিক,ishaara,5
2402,ইতালি,ইতালি,দেশ ও আন্তর্জাতিক,ishaara,5
2403,থাইল্যান্ড,থাইল্যান্ড,দেশ ও আন্তর্জাতিক,ishaara,5
2404,জার্মানি,জার্মানি,দেশ ও আন্তর্জাতিক,ishaara,5
2405,কুয়েত,কুয়েত,দেশ ও আন্তর্জাতিক,ishaara,5
2406,নেপাল,নেপাল,দেশ ও আন্তর্জাতিক,ishaara,5
2407,নিউইয়র্ক,নিউইয়র্ক,দেশ ও আন্তর্জাতিক,ishaara,5
2408,সৌদি আরব,সৌদি আরব,দেশ ও আন্তর্জাতিক,ishaara,5
2409,সিঙ্গাপুর,সিঙ্গাপুর,দেশ ও আন্তর্জাতিক,ishaara,5
2410,দূতাবাস,দূতাবাস,দেশ ও আন্তর্জাতিক,ishaara,5
2411,ইরান,ইরান,দেশ ও আন্তর্জাতিক,ishaara,5
2412,সুইজারল্যান্ড,সুইজারল্যান্ড,দেশ ও আন্তর্জাতিক,ishaara,5
2413,রাশিয়া,রাশিয়া,দেশ ও আন্তর্জাতিক,ishaara,5
2414,চীন,চীন,দেশ ও আন্তর্জাতিক,ishaara,5
2415,তাইওয়ান,তাইওয়ান,দেশ ও আন্তর্জাতিক,ishaara,5
2416,ইসরাঈল,ইসরাঈল,দেশ ও আন্তর্জাতিক,ishaara,5
2417,ইউ এস ডলার,ইউ এস ডলার,বিবিধ (সাধারণ),ishaara,5
2418,হংকং,হংকং,দেশ ও আন্তর্জাতিক,ishaara,5
2419,এশিয়া,এশিয়া,দেশ ও আন্তর্জাতিক,ishaara,5
2420,বরফ,বরফ,প্রকৃতি ও পরিবেশ,ishaara,5
2421,ধূলা,ধূলা,প্রকৃতি ও পরিবেশ,ishaara,5
2422,কাদামাটি,কাদামাটি,প্রকৃতি ও পরিবেশ,ishaara,5
2423,বন্যা,বন্যা,প্রকৃতি ও পরিবেশ,ishaara,5
2424,কুয়াশা,কুয়াশা,প্রকৃতি ও পরিবেশ,ishaara,5
2425,বাঁশ,বাঁশ,প্রকৃতি ও পরিবেশ,ishaara,5
2426,তুলা,তুলা,প্রকৃতি ও পরিবেশ,ishaara,5
2427,মৌচাক,মৌচাক,প্রকৃতি ও পরিবেশ,ishaara,5
2428,উত্তর,উত্তর,বিবিধ (সাধারণ),ishaara,5
2429,কাঁটা,কাঁটা,প্রকৃতি ও পরিবেশ,ishaara,5
2430,আগাছা,আগাছা,প্রকৃতি ও পরিবেশ,ishaara,5
2431,ডাস্টবিন,ডাস্টবিন,প্রকৃতি ও পরিবেশ,ishaara,5
2432,সূর্যমুখী ফুল,সূর্যমুখী ফুল,প্রকৃতি ও পরিবেশ,ishaara,5
2433,ঘাস ফুল,ঘাস ফুল,প্রকৃতি ও পরিবেশ,ishaara,5
2434,মেঘ,মেঘ,প্রকৃতি ও পরিবেশ,ishaara,5
2435,দক্ষিণ (দিক),দক্ষিণ (দিক),প্রকৃতি ও পরিবেশ,ishaara,5
2436,মেলামেশা,মেলামেশা,প্রকৃতি ও পরিবেশ,ishaara,5
2437,শাপলা ফুল,শাপলা ফুল,প্রকৃতি ও পরিবেশ,ishaara,5
2438,পূর্ব (দিক),পূর্ব (দিক),প্রকৃতি ও পরিবেশ,ishaara,5
2439,যমুনা নদী,যমুনা নদী,প্রকৃতি ও পরিবেশ,ishaara,5
2440,ধানের শীষ,ধানের শীষ,প্রকৃতি ও পরিবেশ,ishaara,5
2441,ডালপালা,ডালপালা,প্রকৃতি ও পরিবেশ,ishaara,5
2442,তুষার,তুষার,প্রকৃতি ও পরিবেশ,ishaara,5
2443,পরিবেশ,পরিবেশ,প্রকৃতি ও পরিবেশ,ishaara,5
2444,চা বাগান,চা বাগান,প্রকৃতি ও পরিবেশ,ishaara,5
2445,অন্ধকার,অন্ধকার,প্রকৃতি ও পরিবেশ,ishaara,5
2446,কয়লা,কয়লা,প্রকৃতি ও পরিবেশ,ishaara,5
2447,শৈত প্রবাহ,শৈত প্রবাহ,প্রকৃতি ও পরিবেশ,ishaara,5
2448,লাভা,লাভা,প্রকৃতি ও পরিবেশ,ishaara,5
2449,আর্সেনিক,আর্সেনিক,প্রকৃতি ও পরিবেশ,ishaara,5
2450,শুষ্কতা,শুষ্কতা,প্রকৃতি ও পরিবেশ,ishaara,5
2451,মুক্তা,মুক্তা,প্রকৃতি ও পরিবেশ,ishaara,5
2452,স্রোত,স্রোত,প্রকৃতি ও পরিবেশ,ishaara,5
2453,ঝিনুক,ঝিনুক,প্রকৃতি ও পরিবেশ,ishaara,5
2454,জলোচ্ছাস,জলোচ্ছাস,প্রকৃতি ও পরিবেশ,ishaara,5
2455,দুর্যোগ,দুর্যোগ,প্রকৃতি ও পরিবেশ,ishaara,5
2456,মানুষের ছায়া,মানুষের ছায়া,প্রকৃতি ও পরিবেশ,ishaara,5
2457,বজ্রপাত,বজ্রপাত,প্রকৃতি ও পরিবেশ,ishaara,5
2458,বিজলী চমকানো,বিজলী চমকানো,প্রকৃতি ও পরিবেশ,ishaara,5
2459,তুলসী গাছ,তুলসী গাছ,প্রকৃতি ও পরিবেশ,ishaara,5
2460,দুষন,দুষন,প্রকৃতি ও পরিবেশ,ishaara,5
2461,ভাতা,ভাতা,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
2462,ফাঁক,ফাঁক,ক্রিয়া ও অবস্থা,ishaara,5
2463,অবহেলা,অবহেলা,বিবিধ (সাধারণ),ishaara,5
2464,কিল,কিল,ক্রিয়া ও অবস্থা,ishaara,5
2465,অবনতি,অবনতি,বিবিধ (সাধারণ),ishaara,5
2466,ভেজা,ভেজা,ক্রিয়া ও অবস্থা,ishaara,5
2467,পতাকা,পতাকা,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
2468,ধরা,ধরা,ক্রিয়া ও অবস্থা,ishaara,5
2469,দানব,দানব,ক্রিয়া ও অবস্থা,ishaara,5
2470,ব্রাহ্মণবাড়িয়া,ব্রাহ্মণবাড়িয়া,বাংলাদেশের স্থান,ishaara,5
2471,নিচু,নিচু,বিবিধ (সাধারণ),ishaara,5
2472,আদর,আদর,ক্রিয়া ও অবস্থা,ishaara,5
2473,ঢেকে রাখা,ঢেকে রাখা,ক্রিয়া ও অবস্থা,ishaara,5
2474,ভিতরে,ভিতরে,ক্রিয়া ও অবস্থা,ishaara,5
2475,সুবিধা,সুবিধা,বিবিধ (সাধারণ),ishaara,5
2476,শুনা,শুনা,ক্রিয়া ও অবস্থা,ishaara,5
2477,সুযোগ,সুযোগ,ক্রিয়া ও অবস্থা,ishaara,5
2478,সাতক্ষীরা,সাতক্ষীরা,বাংলাদেশের স্থান,ishaara,5
2479,মত,মত,বিবিধ (সাধারণ),ishaara,5
2480,মালিশ,মালিশ,ক্রিয়া ও অবস্থা,ishaara,5
2481,নীলফামারী,নীলফামারী,বাংলাদেশের স্থান,ishaara,5
2482,অটুট,অটুট,ক্রিয়া ও অবস্থা,ishaara,5
2483,কড়া,কড়া,ক্রিয়া ও অবস্থা,ishaara,5
2484,শিরোনাম,শিরোনাম,বিবিধ (সাধারণ),ishaara,5
2485,ভালোবাসা,ভালোবাসা,"আবেগ, অনুভূতি ও মানসিক অবস্থা",ishaara,5
2486,মেরামত,মেরামত,ক্রিয়া ও অবস্থা,ishaara,5
2487,নরম,নরম,ক্রিয়া ও অবস্থা,ishaara,5
2488,ঢোল,ঢোল,সংগীত ও সংস্কৃতি,ishaara,5
2489,গুদাম,গুদাম,বিবিধ (সাধারণ),ishaara,5
2490,ফসকানো,ফসকানো,ক্রিয়া ও অবস্থা,ishaara,5
2491,ভয়ঙ্কর,ভয়ঙ্কর,বিবিধ (সাধারণ),ishaara,5
2492,আবছা,আবছা,ক্রিয়া ও অবস্থা,ishaara,5
2493,কচি,কচি,বিবিধ (সাধারণ),ishaara,5
2494,আড়াল,আড়াল,ক্রিয়া ও অবস্থা,ishaara,5
2495,নিশ্চিত,নিশ্চিত,ক্রিয়া ও অবস্থা,ishaara,5
2496,টেকসই,টেকসই,বিবিধ (সাধারণ),ishaara,5
2497,কামড়,কামড়,ক্রিয়া ও অবস্থা,ishaara,5
2498,নত,নত,ক্রিয়া ও অবস্থা,ishaara,5
2499,নিভানো,নিভানো,ক্রিয়া ও অবস্থা,ishaara,5
2500,অভিযান,অভিযান,ক্রিয়া ও অবস্থা,ishaara,5
2501,পথচারি,পথচারি,বিবিধ (সাধারণ),ishaara,5
2502,নোয়ানো,নোয়ানো,ক্রিয়া ও অবস্থা,ishaara,5
2503,না,না,সর্বনাম ও সাধারণ কথ্য শব্দ,ishaara,5
2504,সাজানো,সাজানো,ক্রিয়া ও অবস্থা,ishaara,5
2505,শোয়া,শোয়া,ক্রিয়া ও অবস্থা,ishaara,5
2506,মূর্তি,মূর্তি,বিবিধ (সাধারণ),ishaara,5
2507,চুপ,চুপ,ক্রিয়া ও অবস্থা,ishaara,5
2508,সু-প্রভাত,সু-প্রভাত,ক্রিয়া ও অবস্থা,ishaara,5
2509,একাকী,একাকী,ক্রিয়া ও অবস্থা,ishaara,5
2510,ফরিদপুর,ফরিদপুর,বাংলাদেশের স্থান,ishaara,5
2511,উলঙ্গ,উলঙ্গ,ক্রিয়া ও অবস্থা,ishaara,5
2512,এতিম,এতিম,ক্রিয়া ও অবস্থা,ishaara,5
2513,অবহেলিত,অবহেলিত,ক্রিয়া ও অবস্থা,ishaara,5
2514,ফোয়ারা,ফোয়ারা,ক্রিয়া ও অবস্থা,ishaara,5
2515,শীর্ষ,শীর্ষ,ক্রিয়া ও অবস্থা,ishaara,5
2516,উত্তোলন,উত্তোলন,ক্রিয়া ও অবস্থা,ishaara,5
2517,চাপ,চাপ,ক্রিয়া ও অবস্থা,ishaara,5
2518,খালি,খালি,ক্রিয়া ও অবস্থা,ishaara,5
2519,জবাব,জবাব,ক্রিয়া ও অবস্থা,ishaara,5
2520,গরম,গরম,ক্রিয়া ও অবস্থা,ishaara,5
2521,ভাসা,ভাসা,ক্রিয়া ও অবস্থা,ishaara,5
2522,ঝুলানো,ঝুলানো,ক্রিয়া ও অবস্থা,ishaara,5
2523,ঢালা,ঢালা,ক্রিয়া ও অবস্থা,ishaara,5
2524,খারাপ,খারাপ,ক্রিয়া ও অবস্থা,ishaara,5
2525,দূরত্ব,দূরত্ব,ক্রিয়া ও অবস্থা,ishaara,5
2526,গন্ধ,গন্ধ,ক্রিয়া ও অবস্থা,ishaara,5
2527,ফেনী,ফেনী,বাংলাদেশের স্থান,ishaara,5
2528,সিদ্ধ,সিদ্ধ,ক্রিয়া ও অবস্থা,ishaara,5
2529,বস্তি,বস্তি,ক্রিয়া ও অবস্থা,ishaara,5
2530,ছেঁড়া,ছেঁড়া,ক্রিয়া ও অবস্থা,ishaara,5
2531,সেলাই,সেলাই,ক্রিয়া ও অবস্থা,ishaara,5
2532,ভাপ,ভাপ,ক্রিয়া ও অবস্থা,ishaara,5
2533,তাড়ানো,তাড়ানো,ক্রিয়া ও অবস্থা,ishaara,5
2534,ভরাট,ভরাট,ক্রিয়া ও অবস্থা,ishaara,5
2535,স্বাদ,স্বাদ,ক্রিয়া ও অবস্থা,ishaara,5
2536,কর্তব্য,কর্তব্য,বিবিধ (সাধারণ),ishaara,5
2537,শুধুমাত্র,শুধুমাত্র,ক্রিয়া ও অবস্থা,ishaara,5
2538,পিয়ানো,পিয়ানো,ক্রিয়া ও অবস্থা,ishaara,5
2539,ঘষা,ঘষা,ক্রিয়া ও অবস্থা,ishaara,5
2540,সৌভাগ্য,সৌভাগ্য,ক্রিয়া ও অবস্থা,ishaara,5
2541,টানাটানি,টানাটানি,ক্রিয়া ও অবস্থা,ishaara,5
2542,নরসিংদী,নরসিংদী,বাংলাদেশের স্থান,ishaara,5
2543,দৌড়ানো,দৌড়ানো,ক্রিয়া ও অবস্থা,ishaara,5
2544,পৌছানো,পৌছানো,ক্রিয়া ও অবস্থা,ishaara,5
2545,ধস,ধস,ক্রিয়া ও অবস্থা,ishaara,5
2546,গলানো,গলানো,ক্রিয়া ও অবস্থা,ishaara,5
2547,সমগ্র,সমগ্র,ক্রিয়া ও অবস্থা,ishaara,5
2548,পকেট,পকেট,বিবিধ (সাধারণ),ishaara,5
2549,কথাবার্তা,কথাবার্তা,ক্রিয়া ও অবস্থা,ishaara,5
2550,গোপন,গোপন / গুপ্ত,ক্রিয়া ও অবস্থা,ishaara,10
2551,দাঁত মাজা,দাঁত মাজা,ক্রিয়া ও অবস্থা,ishaara,5
2552,খোঁজ করা,খোঁজ করা,ক্রিয়া ও অবস্থা,ishaara,5
2553,লুকিয়ে রাখা,লুকিয়ে রাখা,ক্রিয়া ও অবস্থা,ishaara,5
2554,বোঝা,বোঝা,ক্রিয়া ও অবস্থা,ishaara,5
2555,থুথু ফেলা,থুথু ফেলা,ক্রিয়া ও অবস্থা,ishaara,5
2556,পাকা রাস্তা,পাকা রাস্তা,বিবিধ (সাধারণ),ishaara,5
2557,কাঁখে,কাঁখে,ক্রিয়া ও অবস্থা,ishaara,5
2558,চুমু,চুমু,ক্রিয়া ও অবস্থা,ishaara,5
2559,মাটির ঘর,মাটির ঘর,বিবিধ (সাধারণ),ishaara,5
2560,বইয়ের দোকান,বইয়ের দোকান,ক্রিয়া ও অবস্থা,ishaara,5
2561,কাটা দাগ,কাটা দাগ,ক্রিয়া ও অবস্থা,ishaara,5
2562,ঘাম,ঘাম,ক্রিয়া ও অবস্থা,ishaara,5
2563,টক,টক,ক্রিয়া ও অবস্থা,ishaara,5
2564,যাও (অনুরোধ),যাও (অনুরোধ),সর্বনাম ও সাধারণ কথ্য শব্দ,ishaara,5
2565,ভিক্ষুক,ভিক্ষুক,ক্রিয়া ও অবস্থা,ishaara,5
2566,গোবর,গোবর,প্রকৃতি ও পরিবেশ,ishaara,5
2567,লক্ষ্মীপুর,লক্ষ্মীপুর,বাংলাদেশের স্থান,ishaara,5
2568,জামালপুর,জামালপুর,বাংলাদেশের স্থান,ishaara,5
2569,নেত্রকোনা,নেত্রকোনা,বাংলাদেশের স্থান,ishaara,5
2570,মাগুরা,মাগুরা,বাংলাদেশের স্থান,ishaara,5
2571,সুনামগঞ্জ,সুনামগঞ্জ,বাংলাদেশের স্থান,ishaara,5
2572,পিরোজপুর,পিরোজপুর,বাংলাদেশের স্থান,ishaara,5
2573,লালমনিরহাট,লালমনিরহাট,বাংলাদেশের স্থান,ishaara,5
2574,ময়মনসিংহ,ময়মনসিংহ,বাংলাদেশের স্থান,ishaara,5
2575,আজেবাজে কথা,আজেবাজে কথা,ক্রিয়া ও অবস্থা,ishaara,5
2576,জিতে যাওয়া,জিতে যাওয়া,ক্রিয়া ও অবস্থা,ishaara,5
2577,নড়াইল,নড়াইল,বাংলাদেশের স্থান,ishaara,5
2578,তৃষ্ণা,তৃষ্ণা,বিবিধ (সাধারণ),ishaara,5
2579,অংশ,অংশ,ক্রিয়া ও অবস্থা,ishaara,5
2580,শীত লাগা,শীত লাগা,ক্রিয়া ও অবস্থা,ishaara,5
2581,উপরে উঠা,উপরে উঠা,ক্রিয়া ও অবস্থা,ishaara,5
2582,নাটোর,নাটোর,বাংলাদেশের স্থান,ishaara,5
2583,খুলনা বিভাগ,খুলনা বিভাগ,বাংলাদেশের স্থান,ishaara,5
2584,দিনাজপুর,দিনাজপুর,বাংলাদেশের স্থান,ishaara,5
2585,বরগুনা,বরগুনা,বাংলাদেশের স্থান,ishaara,5
2586,টা টা,টা টা,সর্বনাম ও সাধারণ কথ্য শব্দ,ishaara,5
2587,ডুব দেয়া,ডুব দেয়া,ক্রিয়া ও অবস্থা,ishaara,5
2588,মৌলভীবাজার,মৌলভীবাজার,বাংলাদেশের স্থান,ishaara,5
2589,একটানা,একটানা,ক্রিয়া ও অবস্থা,ishaara,5
2590,ভাজা,ভাজা,ক্রিয়া ও অবস্থা,ishaara,5
2591,রোদ পোহানো,রোদ পোহানো,ক্রিয়া ও অবস্থা,ishaara,5
2592,ঝোল (Curry sauce),ঝোল (Curry sauce),ক্রিয়া ও অবস্থা,ishaara,5
2593,পাবনা,পাবনা,বাংলাদেশের স্থান,ishaara,5
2594,রক্ষা করা,রক্ষা করা,ক্রিয়া ও অবস্থা,ishaara,5
2595,রাঙামাটি,রাঙামাটি,বাংলাদেশের স্থান,ishaara,5
2596,কুলি করা,কুলি করা,ক্রিয়া ও অবস্থা,ishaara,5
2597,যশোর,যশোর,বাংলাদেশের স্থান,ishaara,5
2598,উঁচু নিচু,উঁচু নিচু,ক্রিয়া ও অবস্থা,ishaara,5
2599,গিলে ফেলা,গিলে ফেলা,ক্রিয়া ও অবস্থা,ishaara,5
2600,মানিকগঞ্জ,মানিকগঞ্জ,বাংলাদেশের স্থান,ishaara,5
2601,বাসস্থান,বাসস্থান,ক্রিয়া ও অবস্থা,ishaara,5
2602,চেনা,চেনা,ক্রিয়া ও অবস্থা,ishaara,5
2603,বান্দরবান,বান্দরবান,বাংলাদেশের স্থান,ishaara,5
2604,ঝালকাঠি,ঝালকাঠি,ক্রিয়া ও অবস্থা,ishaara,5
2605,পেট ভরা,পেট ভরা,ক্রিয়া ও অবস্থা,ishaara,5
2606,ময়মনসিংহ বিভাগ,ময়মনসিংহ বিভাগ,ক্রিয়া ও অবস্থা,ishaara,5
2607,কাড়াকাড়ি,কাড়াকাড়ি,ক্রিয়া ও অবস্থা,ishaara,5
2608,ফুটানো,ফুটানো,ক্রিয়া ও অবস্থা,ishaara,5
2609,খামচি,খামচি,ক্রিয়া ও অবস্থা,ishaara,5
2610,ফাঁকি দেয়া,ফাঁকি দেয়া,ক্রিয়া ও অবস্থা,ishaara,5
2611,ঢালু,ঢালু,ক্রিয়া ও অবস্থা,ishaara,5
2612,বরিশাল বিভাগ,বরিশাল বিভাগ,ক্রিয়া ও অবস্থা,ishaara,5
2613,চাপ দেওয়া,চাপ দেওয়া,ক্রিয়া ও অবস্থা,ishaara,5
2614,শক্ত,শক্ত,ক্রিয়া ও অবস্থা,ishaara,5
2615,অশ্রু,অশ্রু,ক্রিয়া ও অবস্থা,ishaara,5
2616,লাফ দেওয়া,লাফ দেওয়া,ক্রিয়া ও অবস্থা,ishaara,5
2617,কু-কথা,কু-কথা,বিবিধ (সাধারণ),ishaara,5
2618,ঝামেলা,ঝামেলা,ক্রিয়া ও অবস্থা,ishaara,5
2619,বেড়ে উঠা,বেড়ে উঠা,ক্রিয়া ও অবস্থা,ishaara,5
2620,নঁওগা,নঁওগা,ক্রিয়া ও অবস্থা,ishaara,5
2621,অভ্যাস,অভ্যাস,ক্রিয়া ও অবস্থা,ishaara,5
2622,ছিদ্র,ছিদ্র,ক্রিয়া ও অবস্থা,ishaara,5
2623,রাজী,রাজী,ক্রিয়া ও অবস্থা,ishaara,5
2624,কুড়িগ্রাম,কুড়িগ্রাম,বাংলাদেশের স্থান,ishaara,5
2625,তাকাও,তাকাও,ক্রিয়া ও অবস্থা,ishaara,5
2626,শেরপুর,শেরপুর,ক্রিয়া ও অবস্থা,ishaara,5
2627,কয়টা বাজে,কয়টা বাজে,বিবিধ (সাধারণ),ishaara,5
2628,খাগড়াছড়ি,খাগড়াছড়ি,বাংলাদেশের স্থান,ishaara,5
2629,মুন্সিগঞ্জ,মুন্সিগঞ্জ,বাংলাদেশের স্থান,ishaara,5
2630,জয়পুরহাট,জয়পুরহাট,বাংলাদেশের স্থান,ishaara,5
2631,ভাংচুর,ভাংচুর,ক্রিয়া ও অবস্থা,ishaara,5
2632,হবিগঞ্জ,হবিগঞ্জ,বাংলাদেশের স্থান,ishaara,5
2633,মেনে নেয়া,মেনে নেয়া,ক্রিয়া ও অবস্থা,ishaara,5
2634,ধার করা,ধার করা,ক্রিয়া ও অবস্থা,ishaara,5
2635,চমকানো,চমকানো,ক্রিয়া ও অবস্থা,ishaara,5
2636,দয়া করে,দয়া করে,ক্রিয়া ও অবস্থা,ishaara,5
2637,তামাক,তামাক,ক্রিয়া ও অবস্থা,ishaara,5
2638,ফু দেয়া,ফু দেয়া,ক্রিয়া ও অবস্থা,ishaara,5
2639,লাশ,লাশ,ক্রিয়া ও অবস্থা,ishaara,5
2640,কুঁড়ে ঘর,কুঁড়ে ঘর,বিবিধ (সাধারণ),ishaara,5
2641,কুমিল্লা,কুমিল্লা,বাংলাদেশের স্থান,ishaara,5
2642,ছুটাছুটি,ছুটাছুটি,ক্রিয়া ও অবস্থা,ishaara,5
2643,আড়চোখ,আড়চোখ,ক্রিয়া ও অবস্থা,ishaara,5
2644,বন্ধ করা,বন্ধ করা,ক্রিয়া ও অবস্থা,ishaara,5
2645,গলা ধাক্কা,গলা ধাক্কা,ক্রিয়া ও অবস্থা,ishaara,5
2646,রক্তাক্ত,রক্তাক্ত,ক্রিয়া ও অবস্থা,ishaara,5
2647,ঠাকুরগাঁ,ঠাকুরগাঁ,বাংলাদেশের স্থান,ishaara,5
2648,পঞ্চগড়,পঞ্চগড়,বাংলাদেশের স্থান,ishaara,5
2649,অসৎ মানুষ,অসৎ মানুষ,চরিত্র ও গুণাবলী,ishaara,5
2650,ইটের ভাটা,ইটের ভাটা,বিবিধ (সাধারণ),ishaara,5
2651,ফুলের তোড়া,ফুলের তোড়া,বিবিধ (সাধারণ),ishaara,5
2652,গোপালগঞ্জ,গোপালগঞ্জ,বাংলাদেশের স্থান,ishaara,5
2653,চাঁপাইনবাবগঞ্জ,চাঁপাইনবাবগঞ্জ,বাংলাদেশের স্থান,ishaara,5
2654,দুই ধার,দুই ধার,ক্রিয়া ও অবস্থা,ishaara,5
2655,নোয়াখালী,নোয়াখালী,বাংলাদেশের স্থান,ishaara,5
2656,টপকানো,টপকানো,ক্রিয়া ও অবস্থা,ishaara,5
2657,তুলে নেওয়া,তুলে নেওয়া,ক্রিয়া ও অবস্থা,ishaara,5
2658,গুড়া,গুড়া,ক্রিয়া ও অবস্থা,ishaara,5
2659,গাজীপুর,গাজীপুর,বাংলাদেশের স্থান,ishaara,5
2660,সিরাজগঞ্জ,সিরাজগঞ্জ,বাংলাদেশের স্থান,ishaara,5
2661,কু-পরামর্শ,কু-পরামর্শ,ক্রিয়া ও অবস্থা,ishaara,5
2662,তছনছ,তছনছ,ক্রিয়া ও অবস্থা,ishaara,5
2663,চুনকাম,চুনকাম,ক্রিয়া ও অবস্থা,ishaara,5
2664,মৃত্যু,মৃত্যু,বিবিধ (সাধারণ),ishaara,5
2665,বিশ্রাম,বিশ্রাম,ক্রিয়া ও অবস্থা,ishaara,5
2666,কর্মসূচি,কর্মসূচি,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
2667,উত্তেজনা,উত্তেজনা,ক্রিয়া ও অবস্থা,ishaara,5
2668,গুজব,গুজব,ক্রিয়া ও অবস্থা,ishaara,5
2669,পার্থক্য,পার্থক্য,ক্রিয়া ও অবস্থা,ishaara,5
2670,নিয়োজিত,নিয়োজিত,ক্রিয়া ও অবস্থা,ishaara,5
2671,ঠাট্টা,ঠাট্টা,ক্রিয়া ও অবস্থা,ishaara,5
2672,আর্তনাদ,আর্তনাদ,ক্রিয়া ও অবস্থা,ishaara,5
2673,ছদ্মবেশ,ছদ্মবেশ,ক্রিয়া ও অবস্থা,ishaara,5
2674,বাজারসদাই,বাজারসদাই,ক্রিয়া ও অবস্থা,ishaara,5
2675,কর্মশক্তি,কর্মশক্তি,ক্রিয়া ও অবস্থা,ishaara,5
2676,প্রতিষ্ঠা,প্রতিষ্ঠা,ক্রিয়া ও অবস্থা,ishaara,5
2677,পচা,পচা,ক্রিয়া ও অবস্থা,ishaara,5
2678,প্রতিশোধ,প্রতিশোধ,ক্রিয়া ও অবস্থা,ishaara,5
2679,আল্পনা,আল্পনা,বিবিধ (সাধারণ),ishaara,5
2680,একমত,একমত,ক্রিয়া ও অবস্থা,ishaara,5
2681,ঘনবসতি,ঘনবসতি,ক্রিয়া ও অবস্থা,ishaara,5
2682,স্বচ্ছ,স্বচ্ছ,ক্রিয়া ও অবস্থা,ishaara,5
2683,ফুটপাত,ফুটপাত,ক্রিয়া ও অবস্থা,ishaara,5
2684,টানা (টেনে আনা),টানা (টেনে আনা),ক্রিয়া ও অবস্থা,ishaara,5
2685,দুর্গন্ধ,দুর্গন্ধ,ক্রিয়া ও অবস্থা,ishaara,5
2686,উসখুস,উসখুস,ক্রিয়া ও অবস্থা,ishaara,5
